GeneratedAnonCID,ShopsWholeFoods,HouseholdIncome,HouseholdTotal,HealthHelpValueSegment,Customer_long,Customer_lat,Units_Purchased_Sum,Dollars_Purchased_Sum,Wegmans_Brand,Kosher,Organic,Store_lat,Store_long
341,0,1,4,3,-77.26,43.07,526,2196.2,72,2,25,43.07076,-77.44436
342,0,2,1,2,-75.39,40.63,345,1236.6,82,9,5,40.66536,-75.3883
343,0,2,1,3,-77.25,42.86,480,2338.48,75,1,13,42.87541,-77.25408
344,0,0,3,3,-74.24,41,17,161.34,19,0,0,40.838,-74.437
346,0,0,6,1,-74.17,40.52,252,875.25,56,1,12,40.5488,-74.2968
347,0,0,2,3,-78.65,42.87,72,435.91,142,2,58,42.92117,-78.7378
348,0,4,2,1,-74.01,40.23,483,1515.72,86,5,12,40.239108,-74.03991
349,0,6,2,1,-77.14,42.47,1301,5308.7,209,9,31,42.1455,-77.0626
350,0,4,2,3,-77.21,39.11,344,1363.8,109,9,22,39.20017,-77.2547
351,0,4,2,1,-80.21,42.07,493,1761.91,95,5,7,42.06996,-80.1919
352,0,0,2,not reported,-77.76,43.09,1466,6226.8,209,14,24,43.1031,-77.7458
353,0,3,3,2,-77.87,42.77,277,1300.74,84,5,3,42.797626,-77.78252
354,0,3,1,3,-77.56,39.11,136,481.58,50,3,7,39.0891,-77.5228
355,1,5,4,3,-71.17,42.32,144,721.61,289,13,115,40.698952,-73.979044
356,0,4,4,3,-71.59,42.29,935,3522.38,167,11,32,42.29133,-71.67102
357,0,0,1,not reported,-78.7,42.81,157,579.37,34,0,4,42.883,-78.7002
358,0,4,4,3,-75.27,41.1,202,952,92,0,60,40.71403,-75.28702
360,0,0,3,2,-77.57,43.19,90,327.55,85,7,5,43.12915,-77.4453
361,0,0,2,1,-77.62,37.4,35,229.38,25,0,1,37.66305751,-77.63599813
362,0,3,4,3,-78.86,42.96,77,229.96,41,0,14,42.98973,-78.816
363,0,2,3,1,-78.77,35.8,764,3209.05,121,6,15,35.821138,-78.621264
364,0,2,2,1,-74.04,41.03,171,582.27,53,4,7,41.049652,-74.060513
365,0,not reported,2.630034809,not reported,-77.61,37.69,737,4444.86,114,3,5,37.66305751,-77.63599813
366,0,0,1,2,-77.57,43.11,569,1903.27,50,14,2,43.1061,-77.54366
367,0,5,3,not reported,-74.34,40.91,840,4069.29,180,7,40,40.838,-74.437
368,0,1,2,2,-78.5,35.78,112,398.8,43,3,3,35.821138,-78.621264
369,0,3,4,2,-76.04,42.19,467,1601.03,96,7,3,42.1232,-75.974
370,0,0,5,3,-77.45,43.13,120,531.48,42,1,8,43.12915,-77.4453
371,0,3,3,3,-77.29,42.9,788,3831.75,204,13,27,42.87541,-77.25408
373,0,0,2,2,-80.07,42.07,30,148.5,4,0,0,42.06996,-80.1919
374,0,5,2,1,-76.8,39.45,137,589.93,111,11,18,39.4967,-76.656
375,0,0,2,3,-74.03,40.23,274,983.1,75,2,42,40.239108,-74.03991
376,0,4,3,2,-77.65,43.14,46,179.63,143,5,37,43.06729,-77.61175
377,1,3,2,3,-75.16,40.24,420,1716.4,89,6,26,40.2303,-75.1319
378,0,2,4,1,-77.74,43.29,44,161.06,94,3,12,43.2049,-77.55866
379,0,3,1,3,-78.97,43.08,321,1407.43,76,3,15,43.0949,-78.9704
380,0,4,4,3,-77.08,38.73,1058,3455.96,126,6,15,38.74177,-77.16276
381,0,4,6,1,-78.11,42.34,323,1462.08,92,5,5,42.3487,-77.6704
383,0,3,2,3,-75.33,40.72,572,1680.79,138,7,14,40.71403,-75.28702
384,0,5,3,3,-76.3,43.01,59,193.21,47,3,3,43.03226,-76.19046
385,1,3,4,3,-78.81,42.71,32,130.21,73,4,29,38.31317,-77.50863
386,0,3,2,not reported,-77.57,43.17,81,205.58,99,3,7,43.14619,-77.55622
387,0,0,2,3,-78.73,42.83,214,817.33,26,1,2,42.83515,-78.78386
388,0,0,2,3,-77.37,42.97,472,1000.55,66,3,4,43.07076,-77.44436
389,0,4,4,2,-76.09,36.81,53,252.54,17,0,4,36.842046,-76.140387
390,0,0,3,1,-77.27,39.24,846,2842.96,122,5,11,39.20017,-77.2547
391,0,3,1,1,-77.67,43.13,32,143.92,103,4,10,43.16385,-77.6884
392,0,3,2,3,-76.91,42.04,56,262.1,187,3,66,42.4353,-76.5107
393,0,0,3,not reported,-76.21,43.03,1335,5176.2,157,7,25,43.0472,-76.2262
394,0,3,2,2,-77.54,43.08,476,2056.33,119,10,7,43.2138,-77.44491
395,0,0,4,3,-80.07,42.08,600,2282.78,142,4,35,42.0602,-80.0907
396,0,4,2,1,-78.71,42.77,801,2568.72,131,3,12,42.783316,-78.812274
397,0,0,3,1,-78.82,42.84,299,902.74,43,3,1,42.83515,-78.78386
398,0,5,2,3,-75.49,40.15,104,516.61,42,0,4,40.1647,-75.4817
399,0,6,3,3,-77.7,37.47,1013,5829.57,166,9,38,37.502222,-77.624963
400,0,2,1,1,-75.06,39.9,70,268.25,37,1,5,39.92248,-75.03552
401,0,0,2,3,-77.19,38.85,479,1776.11,180,8,34,37.502222,-77.624963
402,0,3,1,2,-75.54,40.54,833,2536.8,115,2,8,40.5915,-75.5411
403,0,3,2,3,-77.56,43.13,768,2266.38,133,4,11,43.1061,-77.54366
404,0,6,5,3,-74.52,40.68,247,831.33,66,1,8,40.838,-74.437
405,0,4,3,2,-80.15,42.05,215,763.73,136,9,22,42.0602,-80.0907
406,1,3,2,3,-78.81,42.76,10,51,33,0,12,42.98973,-78.816
408,0,6,2,1,-78.71,43.08,689,2729.44,77,4,8,42.977,-78.7378
409,0,5,4,3,-75.26,40.65,1229,4304.49,138,12,21,40.71403,-75.28702
410,0,3,5,2,-78.8,42.88,1581,5735.07,162,6,7,42.92117,-78.7378
411,1,not reported,2.630034809,not reported,-77.08,38.76,118,572.63,32,2,5,38.74177,-77.16276
412,0,5,4,2,-76.12,43.06,1781,6948.05,254,13,30,43.0687,-76.0877
413,0,0,4,3,-75.12,40.21,1228,5186.28,156,13,45,40.2303,-75.1319
414,1,4,3,3,-78.82,42.98,19,74.9,103,3,15,42.9946,-78.700012
415,0,0,2,0,-71.08,42.4,74,106.19,11,2,0,42.40669,-71.091868
416,1,5,7,3,-71.32,42.27,1871,7372.2,266,13,57,42.301849,-71.385773
417,0,1,1,2,-77.81,43.11,25,91.11,66,4,4,43.20058,-77.94611
419,0,4,4,not reported,-76.78,38.87,1355,5978.36,132,8,28,38.9209,-76.8501
421,0,0,2,1,-76.11,36.76,340,2567.62,72,3,10,36.842046,-76.140387
422,0,3,1,1,-77.15,38.85,543,1552.1,67,5,8,38.85101,-77.34734
423,0,0,2,1,-74.32,40.61,164,843.33,121,7,14,40.5488,-74.2968
424,1,6,3,2,-75.67,40.56,184,653.02,52,1,6,40.5915,-75.5411
425,0,6,2,not reported,-75.07,40.34,524,2015.22,94,4,29,40.2303,-75.1319
426,0,4,3,3,-74.06,40.2,946,3271.1,209,8,27,40.239108,-74.03991
427,0,3,3,2,-77.69,43.04,16,76.66,120,8,11,43.08358,-77.62748
428,0,3,1,3,-78.53,38.01,75,175.75,30,3,2,38.009,-78.50025
429,0,3,2,2,-76.39,43.02,409,1196.42,102,8,11,42.9314,-76.5654
430,0,0,2,2,-77.75,42.7,37,111.35,35,2,1,43.16385,-77.6884
431,0,0,3,1,-78.73,42.86,643,2629.12,68,3,11,42.883,-78.7002
432,0,4,1,1,-75.32,40.02,179,755.97,62,2,15,40.0831,-75.4022
433,0,4,2,3,-78.72,42.81,1137,4792.98,171,10,20,42.883,-78.7002
435,0,0,2,2,-77.65,37.49,8,28.92,5,0,0,37.502222,-77.624963
436,0,4,5,1,-74.27,40.3,596,2896.45,120,5,21,40.28995,-74.29835
437,0,4,2,2,-76.13,43.15,697,3020.75,92,4,0,43.1557,-76.119
438,0,4,4,2,-78.86,42.94,789,3796.69,142,8,53,42.9387,-78.8829
439,0,4,2,1,-73.93,40.68,193,1088.78,77,1,22,40.698952,-73.979044
440,0,0,2,2,-75.91,41.33,506,1456.16,68,4,2,41.2356,-75.8624
441,0,0,2,2,-74.52,40.85,40,57.57,18,0,1,40.838,-74.437
442,0,3,2,3,-78.77,42.97,31,132.42,12,0,0,42.977,-78.7378
443,0,4,2,not reported,-77.54,39.09,502,2037.59,117,5,33,39.0891,-77.5228
447,0,4,4,1,-77.37,42.83,749,2589.58,162,7,16,42.87541,-77.25408
448,0,3,2,not reported,-74.74,40.44,298,1522.15,97,4,7,40.57372,-74.67051
449,1,6,2,not reported,-79.03,35.84,954,4870.95,188,11,16,35.945277,-79.008678
450,0,2,4,not reported,-77.65,43.2,1101,4315.26,166,9,10,43.22629,-77.66106
451,0,3,3,3,-77.99,39.16,39,104.83,8,0,1,39.0891,-77.5228
452,1,3,2,3,-75.52,40.57,954,3727.78,183,8,62,40.5915,-75.5411
453,0,2,2,not reported,-77.21,38.92,5,13.99,2,0,0,38.925077,-77.210908
454,0,4,2,3,-77.9,40.78,389,1409.97,80,4,11,40.8118,-77.90818
455,0,6,2,0,-76.79,39.46,328,1193.74,132,7,21,39.413218,-76.774252
456,0,4,5,not reported,-79.01,35.95,354,1300.51,116,4,7,35.945277,-79.008678
457,0,3,4,not reported,-76.17,43.04,448,1233.15,87,3,4,43.03226,-76.19046
458,0,2,2,2,-76.15,42.99,11,111.98,10,1,0,43.0472,-76.2262
459,0,3,5,not reported,-78.87,43.01,3,11.98,1,0,0,43.0389,-78.8216
460,0,5,2,3,-76.5,42.44,1350,3433.44,77,5,13,42.4353,-76.5107
461,0,4,2,1,-71.2,42.04,563,3913.98,124,6,30,42.205051,-71.152857
462,0,0,2,2,-77.69,43.23,1276,4610.76,95,2,8,43.2525,-77.6985
463,0,2,4,2,-76.57,42.42,321,1548.79,85,6,7,42.4353,-76.5107
464,0,2,3,2,-76.63,42.96,340,1345.06,98,10,9,42.9314,-76.5654
465,0,0,2,3,-77.36,38.9,574,2257.82,144,6,28,38.85101,-77.34734
466,0,0,2,2,-77.39,38.45,394,1806.14,95,7,12,38.31317,-77.50863
467,0,3,2,not reported,-77.85,42.97,559,2135.41,116,3,7,43.06729,-77.61175
468,1,6,2,3,-77.28,39.03,334,1250.81,88,2,43,42.4869,-71.2257
470,0,4,5,3,-77.54,43.06,0,-14.7,149,9,18,43.07076,-77.44436
471,0,0,3,1,-78.96,43.13,293,1302.43,58,1,6,43.0949,-78.9704
472,0,3,2,3,-75.94,41.53,847,3945.12,179,7,53,41.4755,-75.63376
473,0,3,2,3,-76.52,42.8,100,365.16,49,2,9,42.9314,-76.5654
474,0,3,4,3,-77.58,39.46,1354,4676.14,218,14,45,39.44611,-77.39997
475,0,0,2,1,-71.12,42.41,235,1553.55,39,2,4,42.40669,-71.091868
476,0,4,1,3,-77.46,43.19,1259,6222.32,170,1,61,43.12915,-77.4453
477,0,6,3,1,-71.69,42.19,181,1528.24,66,1,7,42.29133,-71.67102
478,0,2,2,not reported,-77.68,43.25,391,1281.56,157,6,26,43.2525,-77.6985
479,1,4,2,3,-71.16,42.42,302,1051.7,123,7,13,42.4869,-71.2257
480,0,4,2,3,-75.5,40.6,515,2312.3,116,3,49,40.5915,-75.5411
481,0,3,5,1,-77.51,43.13,1065,3989.24,177,3,28,43.12915,-77.4453
482,0,0,6,2,-77.63,43.25,190,872.64,59,3,3,43.22629,-77.66106
483,0,3,2,2,-76.38,40.07,73,211.58,16,1,1,40.061247,-76.340245
484,0,not reported,2.630034809,not reported,-77.34,38.85,332,1765.16,78,5,13,38.85101,-77.34734
485,1,5,1,3,-77.4,38.94,27,96.76,100,6,32,39.0891,-77.5228
486,0,0,1,3,-77.44,43.07,213,914.63,67,3,19,43.07076,-77.44436
487,0,4,2,2,-76.55,42.91,491,1385.41,58,5,2,42.9314,-76.5654
488,0,4,2,1,-76.15,42.98,55,252.81,51,5,4,43.03306,-76.05325
489,0,5,2,3,-77.48,43.08,12,36.08,102,9,8,43.06729,-77.61175
490,0,0,2,1,-75.23,40.3,744,2386.87,106,5,11,40.237513,-75.246354
491,0,not reported,2.630034809,not reported,-76.13,43.02,305,986.96,68,3,13,43.0472,-76.2262
492,1,5,3,3,-74.82,40.44,325,1106.88,98,7,10,40.57372,-74.67051
493,0,4,5,1,-74.21,40.92,82,321.54,37,0,1,40.838,-74.437
494,1,0,3,3,-71.17,42.38,25,50.37,3,0,1,42.4869,-71.2257
495,0,3,1,1,-74.99,39.92,127,458.45,53,1,7,39.92248,-75.03552
496,0,6,5,1,-75.75,41.36,655,2286.46,128,3,16,41.4755,-75.63376
497,0,3,2,0,-77.26,39.24,739,2743.05,131,7,11,39.20017,-77.2547
498,0,5,2,3,-76.8,43.21,417,1539.79,153,6,21,43.2138,-77.44491
499,0,3,2,3,-76.17,43.14,10,91.4,7,0,1,43.12255,-76.16932
501,0,0,2,2,-77.56,43.2,83,286.16,84,4,8,43.2049,-77.55866
502,0,3,2,not reported,-77.7,43.22,1777,7965.14,268,12,42,43.2525,-77.6985
503,0,3,2,1,-76.01,43.07,444,1978,92,3,5,43.03306,-76.05325
504,0,3,4,1,-78.52,42.65,148,550.99,170,10,8,42.83515,-78.78386
505,0,0,2,2,-77.33,43.12,196,645.34,155,10,2,43.07076,-77.44436
508,0,4,1,0,-77.14,38.76,51,93.01,18,0,7,38.74177,-77.16276
509,0,0,5,1,-74.86,39.92,966,4146.73,134,9,15,39.96771,-74.91507
510,0,3,2,2,-78.82,42.75,303,1102.58,81,5,6,42.783316,-78.812274
511,1,0,2,3,-75.99,36.86,66,365.77,19,0,5,36.842046,-76.140387
512,0,0,3,2,-77.6,43.06,5,17.04,1,0,0,43.06729,-77.61175
513,0,4,4,3,-77.78,42.24,1174,4853.4,159,4,18,42.3487,-77.6704
514,0,5,3,not reported,-71.38,42.28,496,2254.34,109,3,26,42.301849,-71.385773
515,0,5,5,1,-77.43,43.08,11,54.19,143,7,9,42.977,-78.7378
516,0,0,2,1,,,933,3668.55,167,5,17,42.87541,-77.25408
517,0,3,2,1,-77.82,43.27,300,1156.1,126,9,14,35.828457,-78.850097
518,0,4,2,3,-74.95,40,1299,3037.03,130,6,9,39.96771,-74.91507
519,0,not reported,2.630034809,not reported,-78.55,36.07,11,52.49,41,2,5,43.08358,-77.62748
520,0,4,3,2,-78.82,42.71,620,2215.85,142,10,12,42.783316,-78.812274
522,0,0,5,2,-79,43.26,19,62.69,124,4,6,43.0389,-78.8216
524,0,6,3,3,-77.59,39.08,419,1921.71,97,8,20,39.0891,-77.5228
525,0,4,3,2,-78.88,43,623,2308.39,132,7,3,43.0389,-78.8216
526,0,6,4,1,-78.64,35.8,272,947.39,89,2,6,35.821138,-78.621264
527,0,1,4,not reported,-77.88,40.82,52,221.32,4,1,0,40.8118,-77.90818
528,0,6,6,not reported,-75.7,41.36,2588,11921.99,221,6,164,41.4755,-75.63376
530,0,not reported,2.630034809,not reported,-77.51,38.3,139,649.56,89,3,8,38.31317,-77.50863
531,0,4,2,3,-74.99,39.93,129,457.14,68,2,18,39.92248,-75.03552
532,0,4,5,2,-77.87,42.77,997,3678.63,238,12,26,42.797626,-77.78252
533,0,3,9,3,-77.4,42.98,46,266.3,230,11,46,43.19323,-77.5043
534,0,3,2,2,-77.83,43.11,7,47.93,28,0,1,43.08358,-77.62748
536,0,5,3,3,-75.92,42.34,226,670.58,161,7,52,40.698952,-73.979044
537,0,0,3,2,-71.32,42.11,1,11.5,5,0,0,42.29133,-71.67102
538,0,3,3,2,-74.57,39.97,825,1574.48,83,4,7,39.96771,-74.91507
539,0,6,4,2,-77.57,43.11,596,1739.78,105,4,14,43.1061,-77.54366
540,0,3,3,3,-78.57,35.85,33,153.68,17,1,4,35.821138,-78.621264
541,1,3,2,1,-75.27,40.66,502,2487.89,150,11,27,40.66536,-75.3883
542,0,3,2,not reported,-77.61,43.23,558,1439.78,61,3,3,43.2525,-77.6985
543,0,5,5,3,-74.14,40.98,44,198.79,22,0,7,41.049652,-74.060513
545,0,4,2,2,-78.49,38,320,906.02,78,3,12,38.009,-78.50025
546,0,4,4,3,-78.87,43,1124,3404.74,121,9,33,42.977,-78.7378
547,0,0,2,3,-77.61,43.14,18,79.85,153,7,60,43.20747,-77.6015
548,0,6,2,3,-78.64,42.92,707,2343.01,144,5,24,42.883,-78.7002
549,0,0,4,2,-77.84,43.02,586,2139.59,124,8,18,43.1031,-77.7458
550,0,2,1,1,-76.46,42.42,270,912.28,31,0,1,42.4353,-76.5107
551,0,4,4,3,-78.5,38.01,1416,6747.67,148,7,22,38.009,-78.50025
552,0,4,3,1,-76.4,40.09,9,39.67,6,1,0,40.061247,-76.340245
553,0,0,4,not reported,-78.77,42.92,863,4901.37,131,4,60,42.92117,-78.7378
554,0,3,1,2,-76.32,43.27,341,1104.6,104,2,4,43.188,-76.23777
555,0,0,2,1,-77.81,42.79,373,1506.89,60,3,4,42.797626,-77.78252
556,1,6,3,1,-76.86,39.28,954,3103.75,129,14,41,39.1856,-76.8215
557,0,2,1,1,-77.45,43.19,232,812.96,66,2,6,43.2138,-77.44491
558,0,3,4,2,-78.74,42.82,541,2501.74,142,3,13,42.83515,-78.78386
560,0,0,2,3,-76.43,42.97,377,1384.02,101,5,19,42.9314,-76.5654
562,0,3,5,not reported,-77.7,42.84,1942,8541.22,256,13,18,42.797626,-77.78252
563,0,4,3,3,,,885,3783.32,172,10,20,38.009,-78.50025
564,0,3,2,3,-77.89,42.76,89,425.87,20,1,8,42.797626,-77.78252
565,0,2,1,2,-74.05,40.87,1489,6096.5,118,9,7,41.049652,-74.060513
566,0,4,2,3,-78.19,43.24,1424,5366.99,150,13,24,43.20058,-77.94611
567,0,3,2,3,-77.21,43.23,10,29.31,22,4,1,43.12915,-77.4453
568,0,3,3,1,-78.71,42.87,237,1058.48,104,4,16,42.883,-78.7002
569,0,3,6,not reported,-78.66,42.9,16,50.26,52,4,9,42.883,-78.7002
570,0,2,2,1,-71.06,42.23,597,2510.04,104,8,15,42.205051,-71.152857
571,0,3,2,3,-76.25,40.03,54,269.2,36,2,2,40.061247,-76.340245
572,0,4,4,1,-77.56,43.18,324,1147.65,67,0,6,43.2049,-77.55866
573,0,4,2,1,-71.14,42.39,855,3423.57,194,11,15,42.4869,-71.2257
574,0,4,5,2,-78.67,42.96,1909,7243.87,160,9,18,42.9946,-78.700012
575,0,2,2,2,-78.74,42.92,954,3318.08,140,10,18,42.92117,-78.7378
576,0,not reported,2.630034809,not reported,-75.88,42.17,292,1277.16,70,5,10,42.1232,-75.974
578,0,1,1,2,-76.15,43.13,439,1626.44,70,7,2,43.12255,-76.16932
579,0,0,4,3,-76.78,38.9,944,4038.56,143,7,18,38.9209,-76.8501
580,0,4,2,1,-76.39,42.54,1053,2822.78,199,8,21,42.4353,-76.5107
582,0,3,3,3,-78.52,35.72,360,1716.89,66,1,21,35.821138,-78.621264
583,0,3,1,3,-77.14,38.84,86,252.11,87,5,11,40.061247,-76.340245
584,0,4,2,3,-77.62,37.47,1487,4900.81,167,9,20,37.502222,-77.624963
585,0,4,4,2,-75.94,42.09,806,3104.86,146,10,14,42.1232,-75.974
586,0,3,2,2,-78.66,35.73,335,1308.38,114,3,12,35.821138,-78.621264
587,0,0,4,3,-75.56,39.88,2790,8904.92,146,11,21,39.868387,-75.541097
589,0,3,2,3,-78.95,42.7,209,1265.96,68,1,13,42.783316,-78.812274
590,0,5,2,3,-77.7,43.26,417,1529.68,99,6,5,43.2525,-77.6985
591,0,0,4,0,-76.09,43.03,1643,6010.71,286,21,61,43.03306,-76.05325
592,1,0,2,1,-75.44,40.06,432,1944.27,104,9,26,40.0831,-75.4022
593,0,4,3,3,-78.72,42.96,1001,3857.86,180,7,35,42.977,-78.7378
594,1,3,4,3,-75.17,39.94,10,31.9,3,0,0,42.9946,-78.700012
595,0,0,2,3,-76.29,42.47,446,1701.47,76,4,9,42.4353,-76.5107
596,0,3,4,2,-76.09,43.06,345,1504.2,92,4,9,43.03306,-76.05325
597,0,0,2,not reported,-77.68,37.42,144,511.58,44,3,3,37.502222,-77.624963
598,0,0,2,1,-77.6,43.2,62,151.51,12,12,2,43.20747,-77.6015
599,0,3,2,not reported,-77.75,43.12,368,1272.76,77,5,7,43.1031,-77.7458
600,0,4,2,3,-80.13,42.1,399,1580.04,131,6,42,42.0602,-80.0907
601,0,2,2,3,-76.12,42.8,736,3126.97,93,9,30,43.03306,-76.05325
602,0,3,2,3,-75.61,40.68,100,504.38,44,4,3,40.5915,-75.5411
603,0,4,2,1,-74.06,41.02,27,79.53,16,1,2,41.049652,-74.060513
604,0,0,2,2,-76.36,40.06,65,170.74,26,0,4,40.061247,-76.340245
605,0,6,2,1,-74.04,40.19,591,1498.84,70,1,3,40.239108,-74.03991
606,0,3,2,2,,,726,1577.54,137,12,10,43.1061,-77.54366
607,0,3,2,3,,,296,1120.18,52,2,19,40.71403,-75.28702
608,0,5,8,1,-74.29,40.32,552,1960.69,98,8,7,40.28995,-74.29835
609,0,2,2,2,,,461,1659.78,79,7,1,43.2525,-77.6985
610,0,2,2,not reported,-76.12,36.84,73,191.99,25,0,3,36.842046,-76.140387
612,0,0,1,not reported,-77.16,38.86,95,266.3,14,1,7,38.925077,-77.210908
613,1,6,3,not reported,-77.23,38.92,348,1086.14,109,8,14,38.925077,-77.210908
614,1,0,2,1,-79.02,43.16,1322,4681.58,119,10,14,43.0949,-78.9704
615,0,0,1,0,-77.63,37.5,180,754.09,61,2,11,37.502222,-77.624963
616,0,1,5,not reported,-76.14,36.85,58,331.76,35,0,5,36.842046,-76.140387
617,0,0,2,1,-77.68,43.23,160,570.73,41,0,6,43.20785,-77.70403
619,0,5,2,3,-77.51,38.91,475,2209.62,103,4,43,38.87791,-77.44355
620,0,0,2,2,-77.24,38.73,537,2565.55,108,5,8,38.85101,-77.34734
621,0,5,2,2,-77.91,43.22,113,440.02,41,6,2,43.20058,-77.94611
622,0,2,1,not reported,-77.55,43.2,10,53.44,130,3,24,43.06729,-77.61175
623,0,3,1,1,,,47,138.28,9,1,4,40.8118,-77.90818
624,0,0,2,2,-75.15,40.27,524,1897.33,124,11,27,40.2303,-75.1319
625,1,6,2,3,-74.76,40.21,494,1596.73,100,3,11,40.3074,-74.67511
626,0,2,1,3,-77.63,43.13,207,917.69,27,2,9,43.08358,-77.62748
627,0,0,3,0,-77.44,38.82,1132,3807.06,143,6,19,38.87791,-77.44355
628,0,3,6,2,-77.9,40.79,870,3086.29,128,6,9,40.8118,-77.90818
629,0,0,2,1,-74.24,40.14,49,129.65,49,4,7,40.28995,-74.29835
630,0,0,1,1,,,183,598.12,50,2,1,40.71403,-75.28702
631,0,0,2,2,-78.95,43,279,950.15,81,10,1,42.977,-78.7378
632,0,3,2,0,-78.72,42.87,1139,3357.25,193,9,29,42.883,-78.7002
633,0,3,2,1,-76.62,39.32,17,37.17,6,0,0,39.4967,-76.656
634,0,4,2,not reported,-76.28,36.85,330,955.08,97,5,18,36.842046,-76.140387
635,0,5,2,3,-75.92,42.07,1599,6821.48,159,14,31,42.1232,-75.974
636,0,2,2,not reported,-76.35,40.07,31,188.6,9,1,0,40.061247,-76.340245
637,0,5,2,3,-75.29,40.07,146,619.38,64,3,9,40.0831,-75.4022
638,0,4,4,1,-78.62,42.99,542,1857.28,70,5,10,42.9946,-78.700012
639,0,3,3,not reported,-74.13,40.62,89,298.85,23,1,2,40.5488,-74.2968
640,0,4,2,1,-77.7,43.22,445,1318.16,134,6,12,43.20785,-77.70403
641,0,0,1,1,-76.79,39.1,130,469.06,39,1,5,39.1856,-76.8215
642,1,2,2,not reported,-77.24,38.91,69,273.32,40,3,6,38.925077,-77.210908
643,0,0,5,2,-77.74,43.23,93,426.96,193,10,12,43.2525,-77.6985
644,0,2,2,2,-75.66,42.22,550,2386.94,124,10,14,42.1232,-75.974
645,0,3,5,2,-78.72,43.02,823,3188.38,106,7,4,42.9946,-78.700012
646,0,0,2,3,-77.25,39.21,595,2821.09,164,8,28,39.20017,-77.2547
647,0,6,5,3,-77.34,39.33,157,624.49,57,1,24,39.44611,-77.39997
648,0,2,6,3,-76.14,36.82,4,39.26,97,9,17,42.1232,-75.974
649,1,2,1,3,-77.5,38.76,23,46,22,0,7,38.63084,-77.288841
650,0,3,5,2,-78.89,43.13,10,79.49,4,0,0,43.0949,-78.9704
651,0,0,2,3,-76.25,40.08,323,944.59,61,6,4,40.061247,-76.340245
652,0,3,2,1,-78.72,42.86,83,265.43,83,5,5,42.883,-78.7002
653,0,0,3,2,-77.44,43.09,935,3077.95,143,9,8,43.07076,-77.44436
654,0,4,2,not reported,-77.92,43.35,480,1985.24,83,3,10,43.20058,-77.94611
655,1,4,4,2,-78.55,35.92,121,642.57,58,3,7,35.821138,-78.621264
656,0,5,2,2,-77.49,43.16,972,3516.24,167,8,6,43.19323,-77.5043
657,0,4,3,1,-78.51,35.92,96,708.49,38,1,7,35.964242,-78.534349
658,1,0,4,not reported,-77.17,38.74,516,1790.15,55,7,11,38.74177,-77.16276
659,0,0,3,2,-77.79,43.13,706,2062.59,113,6,18,43.1031,-77.7458
660,0,3,2,2,-77.3,42.84,738,2198.88,171,8,19,42.87541,-77.25408
662,0,3,2,1,-75.42,40.67,417,1400.23,70,3,7,40.66536,-75.3883
664,0,2,2,1,-74.69,40.55,1406,8955.17,194,5,19,40.57372,-74.67051
665,0,0,2,1,-77.42,39,335,1531.07,55,4,12,39.00691,-77.44081
666,0,2,1,3,-78.88,42.92,30,141.42,76,1,11,42.83515,-78.78386
667,0,2,3,2,-78.74,42.84,110,330.27,30,3,7,42.83515,-78.78386
668,0,0,2,3,-75.37,40.76,1237,4425.49,181,9,43,40.71403,-75.28702
669,0,0,2,1,-76.17,42.63,575,1998.92,89,4,3,43.03306,-76.05325
670,0,4,3,2,-77.64,42.81,15,51.49,99,5,11,43.08358,-77.62748
671,1,4,4,0,-73.99,40.69,87,393.21,40,3,17,40.698952,-73.979044
672,0,0,4,1,,,1288,5683.25,145,9,37,40.28995,-74.29835
673,0,3,2,not reported,-78.89,35.71,119,461.42,50,3,5,35.828457,-78.850097
674,0,5,5,3,-76.49,42.45,22,103.54,206,7,31,43.08358,-77.62748
675,0,6,3,not reported,-71.2,42.31,162,652.74,66,1,12,42.319621,-71.175656
676,1,5,3,not reported,-77.17,38.91,135,722.22,104,3,27,38.85101,-77.34734
677,0,5,4,3,-74.11,41.03,325,1372.09,93,6,36,41.049652,-74.060513
678,0,3,2,3,-79.33,42.42,56,295.34,24,1,10,42.09373,-79.29009
679,0,4,3,not reported,-79.06,35.89,434,2431.13,123,1,15,35.945277,-79.008678
680,0,0,2,1,-77.27,38.59,639,2827.94,149,5,11,38.63084,-77.288841
681,0,0,2,1,-78.17,39.24,89,283.99,13,4,0,39.00691,-77.44081
682,0,3,4,3,-77.67,42.85,21,84.36,73,1,21,43.12915,-77.4453
683,0,not reported,2.630034809,not reported,-78.87,38.43,130,783.22,33,1,4,38.7842,-77.6524
685,0,4,2,1,-78.82,42.98,71,296.88,125,5,12,42.98973,-78.816
686,0,0,3,2,-76.58,40.08,421,1561.24,89,4,4,40.061247,-76.340245
687,0,6,3,3,-74.93,40.21,296,1327.95,99,3,17,40.237513,-75.246354
688,0,3,3,not reported,-77.7,43.12,179,634.69,103,3,5,43.1031,-77.7458
690,0,0,2,2,-76.22,43.12,585,1844.64,90,4,13,43.13316,-76.2232
691,0,5,2,not reported,-77.71,43.02,3,10.83,36,1,3,42.8594,-76.99619
693,0,6,4,1,-77.55,43.01,16,111.97,199,9,16,43.08358,-77.62748
694,0,4,3,1,-77.62,38.8,242,1196.27,62,1,13,38.7842,-77.6524
695,0,2,2,2,-77.69,43.29,329,1167.64,86,7,1,43.2525,-77.6985
697,0,0,2,not reported,-76.06,39.77,154,711.72,62,1,8,39.868387,-75.541097
